RowNumber,StudentId,StudentScore,School,Gender,Age,tenure,previousScore,sportsParticipated,Sibling,IsRegular,everFailed,IsFailed
8736,10000720,887,Govt Primary School,boy,11,2,865,1,0,0,0,1
8737,10044533,537,Govt Primary School,boy,12,4,642,3,1,0,1,1
8738,10045512,583,Govt Primary School,boy,12,4,984,7,0,1,1,1
8739,10033121,763,Govt Primary School,boy,7,4,836,4,1,0,0,1
8740,10014133,327,Govt Primary School,boy,13,2,296,5,0,1,0,1
8741,10020026,560,Navodaya Vidyalaya,girl,9,2,296,0,1,0,0,1
8742,10002619,959,Navodaya Vidyalaya,girl,10,4,575,2,0,0,0,0
8743,10017373,755,Navodaya Vidyalaya,girl,8,2,926,6,0,0,1,0
8744,10044877,615,Navodaya Vidyalaya,boy,12,2,903,2,1,0,1,1
8745,10048700,220,Kendriya Vidyalaya,girl,11,3,316,3,0,0,1,1
8746,10009137,681,Navodaya Vidyalaya,girl,11,3,369,3,1,1,1,1
8747,10039378,311,Govt Primary School,boy,7,2,836,7,1,1,1,0
8748,10006061,376,Govt Primary School,girl,10,2,406,5,0,0,1,1
8749,10047636,966,Kendriya Vidyalaya,girl,13,2,771,3,1,1,1,1
8750,10046166,300,Govt Primary School,boy,11,3,480,3,0,1,0,1
8751,10033060,970,Govt Primary School,girl,11,2,749,2,1,1,1,1
8752,10002809,281,Navodaya Vidyalaya,girl,14,2,201,7,0,1,1,0
8753,10039565,870,Navodaya Vidyalaya,boy,11,4,661,4,1,1,1,0
8754,10044048,251,Govt Primary School,boy,14,3,825,0,1,1,0,0
8755,10017514,318,Govt Primary School,girl,9,4,321,2,0,1,0,1
8756,10023364,800,Navodaya Vidyalaya,girl,11,2,850,3,1,1,1,1
8757,10046186,646,Kendriya Vidyalaya,girl,7,4,335,3,0,1,0,0
8758,10000421,926,Kendriya Vidyalaya,girl,9,4,575,6,1,1,0,1
8759,10017474,672,Govt Primary School,boy,13,3,386,5,1,0,0,0
8760,10049932,470,Govt Primary School,boy,10,3,594,0,0,1,1,0
8761,10027110,865,Navodaya Vidyalaya,girl,10,3,715,7,0,1,1,0
8762,10046292,895,Navodaya Vidyalaya,boy,12,3,376,3,0,0,0,0
8763,10039277,949,Govt Primary School,girl,8,4,787,1,0,1,1,1
8764,10005205,632,Govt Primary School,boy,8,2,441,3,1,0,0,1
8765,10040341,636,Kendriya Vidyalaya,boy,8,2,732,6,1,1,0,0
8766,10023896,560,Govt Primary School,boy,13,2,830,2,0,0,0,0
8767,10025145,905,Navodaya Vidyalaya,girl,6,3,713,6,0,0,1,1
8768,10035360,870,Govt Primary School,boy,10,4,959,0,1,1,1,0
8769,10011012,575,Kendriya Vidyalaya,boy,13,4,851,1,0,1,0,0
8770,10046510,693,Govt Primary School,boy,9,4,791,1,1,0,1,1
8771,10036197,277,Govt Primary School,boy,10,2,874,1,0,1,1,1
8772,10028425,446,Kendriya Vidyalaya,boy,7,3,956,4,1,1,1,0
8773,10019344,923,Govt Primary School,boy,7,4,210,1,1,1,1,1
8774,10029896,658,Navodaya Vidyalaya,boy,13,2,584,5,0,0,0,1
8775,10048573,803,Govt Primary School,girl,14,4,215,2,0,1,0,0
8776,10035468,587,Kendriya Vidyalaya,boy,7,2,587,6,0,0,1,1
8777,10017019,857,Navodaya Vidyalaya,boy,12,4,393,2,1,0,0,0
8778,10008742,391,Navodaya Vidyalaya,boy,6,3,638,7,0,1,0,1
8779,10000692,811,Navodaya Vidyalaya,girl,8,3,863,7,1,0,0,0
8780,10047336,229,Govt Primary School,girl,14,3,817,7,1,0,0,0
8781,10019069,718,Kendriya Vidyalaya,boy,14,4,957,7,1,1,1,1
8782,10002274,357,Govt Primary School,boy,6,2,719,5,0,1,0,0
8783,10041717,488,Navodaya Vidyalaya,girl,13,4,709,2,0,0,0,0
8784,10019183,461,Govt Primary School,boy,12,3,869,2,0,0,0,1
8785,10007777,841,Kendriya Vidyalaya,girl,10,2,633,4,0,0,1,1
8786,10011759,955,Kendriya Vidyalaya,boy,12,3,838,5,0,1,0,0
8787,10021805,698,Kendriya Vidyalaya,girl,11,2,963,1,1,1,1,0
8788,10013563,250,Navodaya Vidyalaya,boy,10,2,343,6,0,0,0,0
8789,10013794,642,Kendriya Vidyalaya,girl,13,4,695,0,1,0,1,0
8790,10033880,967,Govt Primary School,girl,6,2,523,4,0,1,1,0
8791,10037015,841,Navodaya Vidyalaya,boy,10,4,355,1,0,0,1,1
8792,10012806,410,Govt Primary School,girl,14,4,454,4,0,1,1,0
8793,10026219,930,Govt Primary School,boy,9,3,654,0,1,1,0,0
8794,10032163,235,Kendriya Vidyalaya,boy,10,2,935,3,0,1,1,1
8795,10000756,472,Navodaya Vidyalaya,girl,9,2,904,0,0,1,1,1
8796,10037659,584,Navodaya Vidyalaya,boy,12,3,824,0,0,0,1,0
8797,10019016,773,Govt Primary School,boy,9,3,219,5,1,0,0,1
8798,10046567,903,Govt Primary School,boy,13,4,304,0,1,0,1,1
8799,10034804,784,Navodaya Vidyalaya,boy,14,3,965,5,1,1,0,1
8800,10014641,498,Govt Primary School,boy,7,4,740,2,0,1,0,0
8801,10016121,364,Govt Primary School,boy,6,4,360,1,0,1,0,1
8802,10004348,451,Govt Primary School,girl,10,4,845,1,1,1,1,1
8803,10013357,598,Navodaya Vidyalaya,girl,6,3,862,0,1,0,0,0
8804,10040351,259,Govt Primary School,boy,14,4,929,5,1,0,1,0
8805,10012151,338,Govt Primary School,boy,7,4,223,0,0,1,1,0
8806,10024257,919,Navodaya Vidyalaya,boy,9,2,987,5,1,0,0,0
8807,10044187,231,Kendriya Vidyalaya,boy,14,2,740,7,1,0,0,1
8808,10037871,749,Govt Primary School,girl,11,4,716,7,1,0,1,0
8809,10020897,667,Govt Primary School,girl,13,4,660,1,1,1,1,0
8810,10016049,610,Kendriya Vidyalaya,girl,13,4,319,5,0,1,1,1
8811,10008864,520,Govt Primary School,girl,9,4,302,5,0,0,1,0
8812,10044007,724,Govt Primary School,girl,10,4,233,4,1,0,1,1
8813,10017474,771,Govt Primary School,boy,9,3,604,4,1,0,0,1
8814,10032183,677,Kendriya Vidyalaya,girl,10,3,865,2,0,0,0,1
8815,10027070,644,Govt Primary School,girl,11,2,891,0,0,0,0,0
8816,10000286,321,Kendriya Vidyalaya,boy,10,3,532,0,0,0,0,1
8817,10033247,765,Navodaya Vidyalaya,boy,10,2,908,2,1,1,1,0
8818,10049062,749,Navodaya Vidyalaya,boy,8,2,603,4,1,0,0,0
8819,10002663,761,Govt Primary School,girl,12,3,593,6,0,0,0,1
8820,10031814,734,Kendriya Vidyalaya,boy,11,2,925,6,0,1,0,1
8821,10027431,800,Kendriya Vidyalaya,boy,8,2,725,0,0,1,1,0
8822,10021337,768,Navodaya Vidyalaya,girl,7,4,946,4,0,0,0,0
8823,10016626,412,Govt Primary School,boy,12,2,854,2,0,1,0,0
8824,10034651,826,Navodaya Vidyalaya,girl,6,2,593,3,0,1,0,1
8825,10026235,700,Navodaya Vidyalaya,girl,6,2,461,4,1,1,1,1
8826,10014753,814,Kendriya Vidyalaya,girl,8,3,605,2,0,1,1,0
8827,10009975,1000,Govt Primary School,boy,7,3,744,2,0,1,0,0
8828,10036955,892,Navodaya Vidyalaya,boy,12,3,385,5,1,1,1,1
8829,10048614,842,Navodaya Vidyalaya,girl,7,3,606,3,1,0,1,1
8830,10004251,924,Govt Primary School,girl,14,2,825,7,0,0,0,1
8831,10034996,391,Kendriya Vidyalaya,girl,14,4,730,3,0,0,1,1
8832,10049393,834,Govt Primary School,girl,12,3,534,5,0,0,1,1
8833,10032968,924,Govt Primary School,boy,6,3,508,7,1,1,0,0
8834,10048026,742,Govt Primary School,boy,8,4,254,7,0,0,0,1
8835,10008942,241,Govt Primary School,boy,13,2,269,5,0,1,0,0
8836,10046978,934,Navodaya Vidyalaya,boy,12,2,401,7,0,0,0,0
8837,10014249,776,Govt Primary School,boy,8,3,963,3,1,1,1,0
8838,10039505,394,Govt Primary School,boy,8,2,578,3,0,1,1,1
8839,10035536,829,Govt Primary School,boy,11,3,212,6,1,0,0,1
8840,10032583,736,Kendriya Vidyalaya,boy,8,4,235,4,0,1,0,1
8841,10024763,907,Navodaya Vidyalaya,boy,9,2,355,4,1,0,0,0
8842,10007202,246,Navodaya Vidyalaya,boy,13,3,269,0,0,0,0,0
8843,10048050,676,Govt Primary School,girl,11,4,928,4,1,0,0,0
8844,10030500,995,Navodaya Vidyalaya,boy,12,3,832,2,0,1,1,0
8845,10028181,524,Navodaya Vidyalaya,boy,6,4,289,0,1,0,0,0
8846,10005552,858,Kendriya Vidyalaya,girl,12,3,575,4,1,1,0,1
8847,10007971,879,Govt Primary School,girl,7,2,268,1,0,1,1,0
8848,10045350,816,Govt Primary School,boy,8,4,999,0,0,0,0,0
8849,10021553,471,Govt Primary School,girl,11,2,969,3,1,1,0,0
8850,10017549,334,Govt Primary School,girl,9,4,752,3,0,0,1,1
8851,10021641,578,Navodaya Vidyalaya,girl,13,2,469,1,0,0,1,0
8852,10028989,216,Kendriya Vidyalaya,boy,7,3,327,0,1,1,1,1
8853,10029199,390,Navodaya Vidyalaya,boy,11,4,825,1,0,0,0,1
8854,10028441,643,Govt Primary School,boy,11,3,818,5,0,1,0,0
8855,10007093,221,Navodaya Vidyalaya,girl,13,3,850,5,1,1,1,0
8856,10025027,550,Navodaya Vidyalaya,boy,10,2,368,5,1,1,0,1
8857,10030843,856,Govt Primary School,girl,12,2,920,7,0,0,1,0
8858,10045538,412,Govt Primary School,boy,13,4,849,3,1,0,0,0
8859,10042127,840,Navodaya Vidyalaya,boy,13,2,904,6,0,0,0,1
8860,10030887,406,Govt Primary School,girl,8,3,303,5,0,1,1,1
8861,10032079,741,Govt Primary School,boy,10,2,661,4,1,1,1,1
8862,10046369,750,Govt Primary School,girl,12,2,975,5,0,1,0,1
8863,10000249,238,Kendriya Vidyalaya,boy,12,2,805,4,1,1,0,1
8864,10006402,863,Navodaya Vidyalaya,boy,7,2,244,1,0,0,0,1
8865,10014602,570,Govt Primary School,girl,12,3,806,5,0,1,1,0
8866,10034683,699,Govt Primary School,boy,13,3,326,4,0,1,0,0
8867,10020405,809,Kendriya Vidyalaya,boy,13,3,785,7,1,0,0,1
8868,10009703,861,Govt Primary School,girl,11,2,547,2,0,0,1,0
8869,10046266,389,Navodaya Vidyalaya,girl,7,2,612,7,0,1,1,0
8870,10018462,848,Govt Primary School,girl,6,2,626,3,0,1,0,1
8871,10045372,754,Govt Primary School,boy,14,4,836,6,1,0,1,0
8872,10021823,886,Govt Primary School,girl,13,4,480,4,0,0,1,0
8873,10005469,355,Govt Primary School,boy,14,2,842,3,1,0,0,1
8874,10021258,762,Govt Primary School,boy,14,2,499,2,0,0,1,1
8875,10041065,973,Kendriya Vidyalaya,girl,12,4,976,6,1,1,1,0
8876,10010683,606,Kendriya Vidyalaya,boy,7,2,735,6,1,0,0,1
8877,10029093,776,Navodaya Vidyalaya,boy,7,3,972,7,1,0,0,1
8878,10000867,788,Navodaya Vidyalaya,girl,7,3,911,7,0,0,1,1
8879,10038476,362,Kendriya Vidyalaya,boy,7,3,506,1,1,1,0,0
8880,10023492,721,Govt Primary School,boy,6,2,606,6,1,1,0,1
8881,10021993,497,Govt Primary School,boy,11,4,624,0,1,1,0,0
8882,10000538,824,Govt Primary School,boy,10,4,902,4,1,1,0,1
8883,10025362,250,Navodaya Vidyalaya,girl,10,3,953,3,0,0,1,0
8884,10006922,880,Navodaya Vidyalaya,girl,7,3,485,5,0,1,1,1
8885,10022904,637,Kendriya Vidyalaya,girl,6,3,739,6,0,1,1,1
8886,10043261,408,Navodaya Vidyalaya,boy,13,3,202,3,0,0,0,1
8887,10039527,535,Govt Primary School,boy,6,3,385,4,0,1,0,0
8888,10035489,795,Kendriya Vidyalaya,boy,11,3,983,5,1,1,0,0
8889,10049070,731,Govt Primary School,boy,13,3,666,5,0,0,0,0
8890,10003498,219,Govt Primary School,girl,11,2,204,4,0,0,1,1
8891,10028811,387,Kendriya Vidyalaya,girl,6,3,801,7,0,0,1,1
8892,10013635,561,Navodaya Vidyalaya,boy,8,2,770,3,0,1,1,0
8893,10045752,507,Govt Primary School,girl,12,3,260,2,0,0,0,0
8894,10008503,496,Navodaya Vidyalaya,girl,11,2,701,7,0,1,1,0
8895,10026286,202,Govt Primary School,girl,14,2,605,4,0,1,0,0
8896,10010086,297,Govt Primary School,girl,8,2,231,2,1,0,0,0
8897,10008230,869,Govt Primary School,boy,7,3,977,3,1,1,0,0
8898,10043254,268,Govt Primary School,boy,7,4,638,3,0,1,0,1
8899,10028175,409,Govt Primary School,boy,13,4,592,7,1,0,0,0
8900,10008825,618,Govt Primary School,girl,11,4,314,7,0,0,1,1
8901,10042942,623,Govt Primary School,girl,13,2,585,6,1,1,1,0
8902,10026913,521,Govt Primary School,boy,11,2,704,4,0,1,0,0
8903,10007745,353,Navodaya Vidyalaya,boy,12,4,224,5,1,1,1,1
8904,10030953,897,Govt Primary School,boy,7,3,644,0,0,0,0,1
8905,10019932,745,Navodaya Vidyalaya,boy,14,2,402,4,1,0,1,0
8906,10044138,850,Govt Primary School,boy,10,3,912,3,0,0,1,0
8907,10028568,946,Navodaya Vidyalaya,girl,14,3,307,7,0,1,0,1
8908,10013131,912,Govt Primary School,boy,7,2,694,0,1,0,1,1
8909,10028753,383,Navodaya Vidyalaya,boy,13,2,238,3,1,0,1,0
8910,10025891,337,Navodaya Vidyalaya,girl,8,3,939,6,0,0,0,0
8911,10024362,909,Kendriya Vidyalaya,girl,13,3,840,5,1,0,1,0
8912,10014623,686,Kendriya Vidyalaya,boy,8,3,823,7,0,1,0,1
8913,10039446,636,Govt Primary School,girl,10,3,480,7,1,0,1,1
8914,10006031,212,Govt Primary School,boy,6,2,553,0,1,0,1,1
8915,10039102,498,Govt Primary School,girl,11,2,304,6,1,1,1,0
8916,10004819,526,Govt Primary School,boy,13,2,943,5,0,0,1,1
8917,10012214,658,Govt Primary School,girl,10,4,679,1,0,0,1,1
8918,10019894,645,Govt Primary School,boy,10,2,994,6,0,0,1,0
8919,10024649,539,Govt Primary School,girl,8,3,509,1,1,0,1,1
8920,10030001,777,Govt Primary School,boy,7,2,343,6,1,1,0,0
8921,10027080,826,Govt Primary School,girl,10,2,637,3,1,0,0,1
8922,10004528,282,Govt Primary School,girl,14,3,270,3,0,0,0,0
8923,10004486,450,Kendriya Vidyalaya,boy,10,4,211,7,1,1,0,0
8924,10026295,929,Kendriya Vidyalaya,girl,6,4,668,3,0,1,1,1
8925,10028699,762,Govt Primary School,boy,7,3,860,3,1,0,0,1
8926,10031635,855,Kendriya Vidyalaya,boy,8,3,846,7,0,1,1,0
8927,10021852,897,Govt Primary School,boy,12,4,700,0,0,0,1,0
8928,10035792,789,Govt Primary School,girl,7,4,394,4,0,1,1,0
8929,10001934,515,Govt Primary School,girl,10,2,702,5,1,0,1,0
8930,10015790,637,Govt Primary School,girl,7,3,250,1,0,1,1,1
8931,10024361,472,Govt Primary School,girl,11,4,678,7,0,0,0,0
8932,10021465,985,Govt Primary School,girl,6,4,550,2,0,0,1,0
8933,10037409,210,Navodaya Vidyalaya,girl,8,4,837,6,0,1,0,0
8934,10042052,230,Govt Primary School,boy,6,3,371,3,0,1,0,1
8935,10020496,857,Govt Primary School,girl,13,3,821,7,1,1,1,1
8936,10033488,558,Govt Primary School,girl,8,2,901,4,1,0,0,0
8937,10001270,687,Govt Primary School,boy,13,3,937,5,1,0,0,0
8938,10009399,657,Govt Primary School,boy,6,4,460,7,0,1,0,0
8939,10003960,494,Navodaya Vidyalaya,boy,7,2,494,1,0,1,1,0
8940,10019587,922,Govt Primary School,boy,10,4,730,4,0,0,1,1
8941,10037589,485,Govt Primary School,boy,10,4,777,5,0,1,0,0
8942,10016786,530,Kendriya Vidyalaya,boy,10,4,982,4,1,1,1,1
8943,10004899,838,Govt Primary School,girl,8,2,943,4,1,1,1,0
8944,10041698,534,Govt Primary School,girl,8,3,703,5,0,0,0,0
8945,10017921,721,Navodaya Vidyalaya,boy,10,2,815,2,1,0,1,1
8946,10010713,989,Navodaya Vidyalaya,boy,6,2,875,3,1,1,0,1
8947,10000602,602,Govt Primary School,boy,10,4,846,1,0,0,1,1
8948,10043039,240,Govt Primary School,girl,9,3,650,5,1,1,0,1
8949,10007448,662,Govt Primary School,boy,7,3,805,7,1,0,0,0
8950,10015565,610,Navodaya Vidyalaya,boy,13,4,376,3,1,1,1,1
8951,10018162,845,Govt Primary School,girl,13,2,540,0,0,0,0,0
8952,10037705,907,Kendriya Vidyalaya,girl,13,4,564,6,1,0,0,1
8953,10013707,769,Kendriya Vidyalaya,girl,10,2,566,7,0,0,1,1
8954,10043302,844,Navodaya Vidyalaya,boy,14,3,959,1,1,0,0,0
8955,10023222,426,Govt Primary School,boy,11,2,987,0,0,0,0,1
8956,10048690,532,Navodaya Vidyalaya,boy,12,4,523,0,1,1,0,1
8957,10025449,261,Navodaya Vidyalaya,boy,14,3,455,0,0,0,0,1
8958,10035577,804,Kendriya Vidyalaya,boy,9,2,688,6,1,1,1,1
8959,10042362,654,Govt Primary School,boy,9,4,456,0,0,0,0,0
8960,10044712,956,Kendriya Vidyalaya,boy,10,2,317,6,1,0,0,1
8961,10049187,573,Kendriya Vidyalaya,girl,13,4,743,1,1,0,1,1
8962,10005556,269,Govt Primary School,boy,8,3,305,3,0,1,1,0
8963,10044114,678,Govt Primary School,boy,12,4,559,4,0,0,0,0
8964,10048312,841,Govt Primary School,boy,8,2,589,3,0,1,1,1
8965,10023971,230,Navodaya Vidyalaya,boy,10,3,696,4,1,1,1,1
8966,10035071,844,Kendriya Vidyalaya,girl,10,2,423,6,1,1,1,0
8967,10039894,719,Kendriya Vidyalaya,boy,6,3,903,3,0,0,1,0
8968,10025445,992,Govt Primary School,boy,12,4,989,2,0,0,0,0
8969,10024390,278,Kendriya Vidyalaya,girl,12,4,552,0,1,0,0,0
8970,10027386,825,Govt Primary School,girl,6,4,326,0,1,0,0,1
8971,10021457,646,Navodaya Vidyalaya,boy,8,4,401,6,0,0,0,1
8972,10030813,945,Govt Primary School,boy,14,2,316,0,0,1,0,0
8973,10048363,538,Navodaya Vidyalaya,girl,7,3,335,0,1,0,0,0
8974,10036748,325,Kendriya Vidyalaya,boy,14,3,350,3,0,0,0,1
8975,10021504,614,Navodaya Vidyalaya,girl,6,3,208,3,0,0,1,0
8976,10009809,278,Kendriya Vidyalaya,boy,13,3,232,5,1,1,0,1
8977,10013524,289,Govt Primary School,boy,14,2,300,2,1,1,1,0
8978,10015518,663,Navodaya Vidyalaya,girl,12,2,316,3,1,1,1,0
8979,10003591,385,Navodaya Vidyalaya,boy,14,3,901,6,1,0,0,0
8980,10016109,994,Govt Primary School,boy,10,3,478,5,0,1,1,0
8981,10041440,307,Kendriya Vidyalaya,girl,9,4,976,2,0,0,0,0
8982,10007736,793,Navodaya Vidyalaya,girl,8,2,938,6,1,1,0,0
8983,10028007,857,Govt Primary School,girl,11,3,579,6,0,1,1,1
8984,10001402,735,Kendriya Vidyalaya,boy,11,2,316,6,0,1,0,1
8985,10040654,966,Govt Primary School,boy,9,3,743,6,1,1,0,0
8986,10029202,746,Navodaya Vidyalaya,boy,13,3,846,2,0,1,0,1
8987,10028210,507,Navodaya Vidyalaya,boy,7,3,839,2,1,0,0,0
8988,10043145,251,Navodaya Vidyalaya,boy,8,3,781,0,0,0,1,0
8989,10011845,884,Govt Primary School,boy,6,3,534,3,1,0,1,1
8990,10041846,505,Kendriya Vidyalaya,girl,13,4,672,4,1,0,1,1
8991,10021156,974,Kendriya Vidyalaya,boy,8,3,309,6,1,0,0,0
8992,10025856,562,Kendriya Vidyalaya,girl,9,2,902,2,1,1,1,1
8993,10024133,587,Kendriya Vidyalaya,girl,12,4,838,2,0,0,0,1
8994,10024258,407,Govt Primary School,girl,9,3,637,5,0,0,1,1
8995,10029897,803,Govt Primary School,girl,10,2,944,3,0,0,0,1
8996,10013872,926,Navodaya Vidyalaya,boy,13,3,310,2,0,1,1,0
8997,10046877,365,Navodaya Vidyalaya,boy,11,3,338,5,1,1,0,1
8998,10005930,980,Govt Primary School,girl,12,3,629,0,1,1,1,0
8999,10033745,653,Kendriya Vidyalaya,girl,13,3,634,5,0,1,1,0
9000,10020122,442,Navodaya Vidyalaya,girl,12,2,975,2,0,0,1,0
9001,10007010,842,Govt Primary School,boy,9,4,916,4,0,0,0,1
9002,10034059,911,Navodaya Vidyalaya,boy,11,2,678,5,0,0,0,0
9003,10046935,493,Govt Primary School,boy,6,2,283,3,1,0,1,1
9004,10007794,613,Govt Primary School,boy,6,3,470,1,1,1,0,0
9005,10023263,817,Navodaya Vidyalaya,boy,12,3,251,4,0,1,1,1
9006,10000828,634,Navodaya Vidyalaya,girl,7,2,621,0,1,0,0,1
9007,10024875,994,Navodaya Vidyalaya,boy,12,4,261,0,0,0,1,1
9008,10020025,394,Govt Primary School,boy,9,4,467,3,1,0,0,1
9009,10032570,669,Govt Primary School,boy,11,2,711,5,0,1,0,1
9010,10044650,647,Kendriya Vidyalaya,boy,12,2,419,1,1,1,0,0
9011,10024151,984,Kendriya Vidyalaya,girl,12,2,742,4,1,1,0,0
9012,10020657,690,Govt Primary School,boy,11,3,384,5,1,0,1,1
9013,10019597,828,Govt Primary School,boy,13,3,943,1,0,0,0,0
9014,10038467,938,Govt Primary School,girl,6,2,771,4,1,0,0,0
9015,10008557,941,Navodaya Vidyalaya,boy,6,4,433,3,1,1,1,0
9016,10019834,824,Navodaya Vidyalaya,boy,11,3,794,7,1,1,0,1
9017,10003818,963,Navodaya Vidyalaya,boy,12,3,208,7,0,0,1,1
9018,10043620,723,Kendriya Vidyalaya,girl,6,4,711,3,1,0,1,1
9019,10011983,231,Govt Primary School,boy,10,3,484,7,1,1,1,0
9020,10033608,846,Govt Primary School,boy,12,2,377,4,1,1,0,1
9021,10027692,342,Navodaya Vidyalaya,boy,10,4,354,0,1,1,1,0
9022,10032221,712,Kendriya Vidyalaya,girl,7,2,498,4,1,1,1,1
9023,10029227,936,Govt Primary School,boy,11,3,757,6,0,0,0,0
9024,10043951,412,Govt Primary School,boy,9,4,257,6,1,0,0,0
9025,10026259,499,Govt Primary School,girl,8,3,513,6,0,0,0,0
9026,10042741,528,Navodaya Vidyalaya,boy,13,2,799,4,1,1,1,1
9027,10009886,473,Navodaya Vidyalaya,girl,8,4,532,1,1,0,0,0
9028,10008025,883,Kendriya Vidyalaya,boy,12,4,223,3,0,0,0,1
9029,10011636,681,Govt Primary School,girl,11,3,547,4,1,0,1,1
9030,10019623,365,Kendriya Vidyalaya,boy,14,4,717,0,0,1,0,1
9031,10017468,485,Navodaya Vidyalaya,boy,10,2,697,0,1,0,0,0
9032,10017145,518,Govt Primary School,boy,11,4,217,1,1,1,1,0
9033,10031876,713,Govt Primary School,girl,11,2,940,7,0,1,0,0
9034,10044399,485,Kendriya Vidyalaya,boy,12,2,756,5,0,1,0,0
9035,10021067,636,Kendriya Vidyalaya,girl,9,2,211,7,1,0,1,1
9036,10005932,774,Govt Primary School,boy,7,3,948,5,1,0,1,0
9037,10027122,436,Govt Primary School,girl,12,3,535,1,1,1,1,0
9038,10026140,688,Kendriya Vidyalaya,boy,9,3,697,3,1,1,0,0
9039,10046091,926,Kendriya Vidyalaya,girl,11,4,717,1,1,1,0,1
9040,10045366,417,Navodaya Vidyalaya,girl,13,2,295,5,0,1,1,1
9041,10047542,224,Kendriya Vidyalaya,girl,8,3,724,1,1,0,0,1
9042,10032432,918,Kendriya Vidyalaya,girl,8,3,678,4,1,0,0,1
9043,10046391,911,Govt Primary School,boy,12,3,970,5,0,1,1,1
9044,10043421,850,Kendriya Vidyalaya,boy,11,2,599,2,1,1,0,0
9045,10014542,947,Navodaya Vidyalaya,boy,12,4,749,6,0,0,1,1
9046,10029942,384,Kendriya Vidyalaya,boy,12,4,476,2,0,1,1,0
9047,10005901,852,Kendriya Vidyalaya,girl,10,2,552,1,0,0,0,0
9048,10010855,244,Kendriya Vidyalaya,boy,10,4,333,4,0,1,0,0
9049,10005095,999,Kendriya Vidyalaya,boy,11,2,669,2,0,1,1,0
9050,10009132,575,Govt Primary School,girl,14,3,937,6,0,0,0,0
9051,10023367,312,Kendriya Vidyalaya,boy,10,2,798,5,0,1,1,1
9052,10048372,949,Kendriya Vidyalaya,girl,10,2,307,5,1,0,0,1
9053,10013699,202,Kendriya Vidyalaya,girl,14,2,793,4,1,0,1,0
9054,10017850,917,Govt Primary School,girl,10,4,369,4,0,1,1,1
9055,10004982,362,Govt Primary School,girl,13,2,345,2,0,1,1,0
9056,10027372,212,Govt Primary School,boy,8,4,913,7,0,0,0,1
9057,10000819,249,Kendriya Vidyalaya,girl,13,4,353,6,1,1,0,1
9058,10037348,964,Govt Primary School,girl,10,2,974,5,0,1,1,0
9059,10011098,347,Navodaya Vidyalaya,girl,11,4,760,2,0,0,0,0
9060,10036145,284,Kendriya Vidyalaya,girl,14,3,504,1,0,0,0,0
9061,10026178,378,Govt Primary School,girl,6,4,964,0,1,1,1,1
9062,10011441,612,Govt Primary School,girl,7,2,291,2,1,0,1,0
9063,10034448,688,Navodaya Vidyalaya,boy,9,3,932,7,1,1,0,1
9064,10036622,729,Govt Primary School,boy,8,2,784,5,0,1,0,1
9065,10034309,546,Kendriya Vidyalaya,girl,12,3,393,5,1,1,1,0
9066,10002307,999,Govt Primary School,girl,7,3,813,7,0,0,1,1
9067,10001947,834,Kendriya Vidyalaya,boy,13,4,464,1,0,0,0,0
9068,10032807,531,Kendriya Vidyalaya,boy,9,4,838,7,1,0,1,1
9069,10018707,440,Govt Primary School,girl,12,2,213,5,0,1,1,1
9070,10025517,939,Navodaya Vidyalaya,girl,14,4,359,3,1,1,0,1
9071,10024292,663,Navodaya Vidyalaya,boy,11,3,944,6,1,0,0,0
9072,10036777,224,Kendriya Vidyalaya,boy,14,3,951,1,0,0,1,0
9073,10026621,509,Govt Primary School,boy,10,2,705,3,0,0,0,0
9074,10000973,543,Kendriya Vidyalaya,girl,6,2,413,0,0,0,0,1
9075,10001016,941,Govt Primary School,girl,11,3,955,0,0,1,1,1
9076,10011054,306,Govt Primary School,boy,9,4,295,6,1,1,0,0
9077,10021156,707,Govt Primary School,girl,10,2,735,1,0,0,1,1
9078,10023195,661,Govt Primary School,girl,10,4,921,2,1,0,1,1
9079,10002422,417,Kendriya Vidyalaya,boy,9,2,541,4,1,0,0,1
9080,10018061,707,Navodaya Vidyalaya,girl,10,2,437,3,1,0,1,1
9081,10036306,976,Govt Primary School,girl,6,2,767,2,0,0,0,0
9082,10027443,935,Govt Primary School,boy,7,3,590,5,0,0,1,1
9083,10027110,774,Govt Primary School,girl,8,2,604,0,1,1,1,0
9084,10035456,869,Navodaya Vidyalaya,boy,11,2,540,7,1,0,0,0
9085,10049065,563,Navodaya Vidyalaya,girl,8,3,217,7,0,1,1,1
9086,10012277,849,Govt Primary School,girl,13,3,405,6,0,1,0,0
9087,10000978,536,Navodaya Vidyalaya,girl,12,2,826,5,1,0,1,1
9088,10017780,823,Govt Primary School,boy,9,4,493,7,0,1,0,0
9089,10007697,994,Kendriya Vidyalaya,girl,7,4,907,1,0,0,1,0
9090,10046518,569,Govt Primary School,girl,13,4,881,1,1,0,0,1
9091,10015864,409,Govt Primary School,girl,14,4,720,4,0,0,0,1
9092,10020691,261,Govt Primary School,girl,6,2,690,3,0,0,0,0
9093,10005095,710,Govt Primary School,boy,7,2,847,6,1,1,1,1
9094,10043381,449,Govt Primary School,boy,10,2,983,1,1,1,0,1
9095,10039351,949,Kendriya Vidyalaya,girl,11,2,752,7,0,0,1,1
9096,10043271,336,Kendriya Vidyalaya,girl,9,4,918,4,0,0,1,1
